9,22	-1,6	0,06
9,26	-2,6	3,43
9,3	-2,59	0,1
9,34	-2,56	-0,02
9,38	-2,53	0,02
9,42	-2,52	0,06
9,46	-2,52	0,12
9,5	-2,54	0,17
9,54	-2,57	0,19
9,58	-2,59	0,18
9,62	-2,6	0,15
9,66	-2,6	0,11
9,7	-2,59	0,08
9,74	-2,58	0,07
9,78	-2,57	0,08
9,82	-2,56	0,1
9,86	-2,57	0,13
9,9	-2,57	0,15
9,94	-2,58	0,15
9,98	-2,59	0,14
10,02	-2,59	0,13
10,06	-2,59	0,11
10,1	-2,58	0,1
10,14	-2,58	0,1
10,18	-2,57	0,11
10,22	-2,57	0,13
10,26	-2,58	0,14
10,3	-2,58	0,15
10,34	-2,59	0,14
10,38	-2,59	0,13
10,42	-2,59	0,12
10,46	-2,58	0,11
10,5	-2,58	0,11
10,54	-2,58	0,12
10,58	-2,58	0,13
10,62	-2,58	0,14
10,66	-2,58	0,15
10,7	-2,59	0,15
10,74	-2,59	0,14
10,78	-2,59	0,13
10,82	-2,59	0,13
10,86	-2,59	0,13
10,9	-2,58	0,13
10,94	-2,58	0,13
10,98	-2,58	0,14
11,02	-2,58	0,14
11,06	-2,59	0,15
11,1	-2,59	0,15
11,14	-2,59	0,14
11,18	-2,59	0,14
11,22	-2,59	0,14
11,26	-2,59	0,14
11,3	-2,59	0,14
11,34	-2,59	0,15
11,38	-2,59	0,16
11,42	-2,59	0,16
11,46	-2,59	0,16
11,5	-2,6	0,15
11,54	-2,59	0,15
11,58	-2,59	0,15
11,62	-2,59	0,15
11,66	-2,59	0,15
11,7	-2,59	0,15
11,74	-2,59	0,15
11,78	-2,59	0,15
11,82	-2,59	0,15
11,86	-2,59	0,15
11,9	-2,58	0,15
11,94	-2,59	0,16
11,98	-2,59	0,16
12,02	-2,59	0,17
12,06	-2,59	0,17
12,1	-2,59	0,16
12,14	-2,59	0,16
12,18	-2,59	0,16
12,22	-2,59	0,16
12,26	-2,58	0,16
12,3	-2,58	0,17
12,34	-2,58	0,17
12,38	-2,58	0,17
12,42	-2,59	0,17
12,46	-2,59	0,17
12,5	-2,59	0,17
12,54	-2,58	0,17
12,58	-2,58	0,17
12,62	-2,58	0,17
12,66	-2,59	0,18
12,7	-2,59	0,18
12,74	-2,59	0,18
12,78	-2,59	0,18
12,82	-2,59	0,18
12,86	-2,59	0,18
12,9	-2,59	0,18
12,94	-2,59	0,18
12,98	-2,59	0,18
13,02	-2,59	0,18
13,06	-2,58	0,18
13,1	-2,58	0,18
13,14	-2,58	0,18
13,18	-2,58	0,18
13,22	-2,58	0,18
13,26	-2,58	0,18
13,3	-2,58	0,18
13,34	-2,58	0,18
13,38	-2,58	0,18
13,42	-2,58	0,18
13,46	-2,58	0,18
13,5	-2,57	0,19
13,54	-2,57	0,19
13,58	-2,57	0,19
13,62	-2,57	0,19
13,66	-2,57	0,18
13,7	-2,56	0,18
13,74	-2,56	0,18
13,78	-2,55	0,17
13,82	-2,55	0,17
13,86	-2,54	0,17
13,9	-2,53	0,17
13,94	-2,52	0,16
13,98	-2,51	0,16
14,02	-2,5	0,16
14,06	-2,48	0,16
14,1	-2,47	0,15
14,14	-2,46	0,15
14,18	-2,43	0,12
14,22	-2,41	0,12
14,26	-2,38	0,1
14,3	-2,35	0,08
14,34	-2,31	0,06
14,38	-2,26	0,04
14,42	-2,21	0,02
14,46	-2,15	0,01
14,5	-2,1	0,01
14,54	-2,05	0,02
14,58	-2	0,02
14,62	-1,95	0,02
14,66	-1,89	0,01
14,7	-1,84	0
14,74	-1,78	-0,01
14,78	-1,72	-0,02
14,82	-1,66	-0,02
14,86	-1,6	-0,02
14,9	-1,54	-0,03
14,94	-1,48	-0,03
14,98	-1,42	-0,04
15,02	-1,35	-0,05
15,06	-1,29	-0,05
15,1	-1,22	-0,06
15,14	-1,16	-0,06
15,18	-1,09	-0,06
15,22	-1,02	-0,07
15,26	-0,95	-0,07
15,3	-0,89	-0,08
15,34	-0,82	-0,08
15,38	-0,75	-0,08
15,42	-0,68	-0,09
15,46	-0,61	-0,09
15,5	-0,54	-0,09
15,54	-0,47	-0,09
15,58	-0,4	-0,1
15,62	-0,33	-0,1
15,66	-0,27	-0,1
15,7	-0,2	-0,1
15,74	-0,13	-0,11
15,78	-0,06	-0,11
15,84	0,04	-0,11
15,9	0,14	-0,11
15,94	0,21	-0,11
15,98	0,28	-0,11
16,02	0,34	-0,12
16,06	0,41	-0,12
16,1	0,47	-0,12
16,14	0,54	-0,12
16,18	0,6	-0,12
16,22	0,66	-0,12
16,26	0,72	-0,12
16,3	0,79	-0,12
16,34	0,85	-0,12
16,38	0,91	-0,12
16,42	0,97	-0,13
16,46	1,03	-0,13
16,5	1,09	-0,13
16,54	1,15	-0,13
16,58	1,21	-0,13
16,62	1,26	-0,13
16,66	1,32	-0,13
16,7	1,38	-0,13
16,74	1,43	-0,13
16,78	1,49	-0,13
16,82	1,54	-0,13
16,86	1,59	-0,13
16,9	1,65	-0,13
16,94	1,7	-0,13
16,98	1,75	-0,13
17,02	1,8	-0,13
17,06	1,85	-0,13
17,1	1,9	-0,13
17,14	1,94	-0,13
17,18	1,99	-0,13
17,22	2,04	-0,12
17,26	2,08	-0,12
17,3	2,12	-0,12
17,34	2,16	-0,12
17,38	2,2	-0,12
17,42	2,24	-0,12
17,46	2,28	-0,12
17,5	2,32	-0,11
17,54	2,35	-0,11
17,58	2,39	-0,11
17,62	2,42	-0,1
17,66	2,45	-0,1
17,7	2,47	-0,09
17,74	2,5	-0,09
17,78	2,52	-0,08
17,82	2,54	-0,08
17,86	2,57	-0,08
17,9	2,59	-0,1
17,94	2,62	-0,11
17,98	2,65	-0,12
18,02	2,69	-0,14
18,06	2,73	-0,15
18,1	2,77	-0,16
18,14	2,81	-0,15
18,18	2,84	-0,14
18,22	2,87	-0,12
18,26	2,89	-0,12
18,3	2,92	-0,12
18,34	2,94	-0,12
18,38	2,97	-0,13
18,42	3	-0,13
18,46	3,03	-0,13
18,5	3,05	-0,13
18,54	3,08	-0,13
18,58	3,1	-0,12
18,62	3,12	-0,12
18,66	3,14	-0,12
18,7	3,17	-0,12
18,74	3,19	-0,13
18,78	3,21	-0,13
18,82	3,23	-0,13
18,86	3,25	-0,13
18,9	3,27	-0,13
18,94	3,29	-0,13
18,98	3,31	-0,13
19,02	3,33	-0,13
19,06	3,35	-0,13
19,1	3,37	-0,13
19,14	3,38	-0,13
19,18	3,4	-0,13
19,22	3,42	-0,13
19,26	3,44	-0,13
19,3	3,45	-0,14
19,34	3,47	-0,14
19,38	3,49	-0,14
19,42	3,5	-0,14
19,48	3,53	-0,14
19,52	3,54	-0,14
19,56	3,56	-0,14
19,6	3,57	-0,14
19,64	3,59	-0,14
19,68	3,6	-0,15
19,72	3,62	-0,15
19,76	3,63	-0,15
19,8	3,65	-0,15
19,84	3,66	-0,15
19,88	3,67	-0,15
19,92	3,69	-0,15
19,96	3,7	-0,15
20	3,71	-0,15
20,04	3,73	-0,16
20,08	3,74	-0,16
20,12	3,75	-0,16
20,16	3,77	-0,16
20,2	3,78	-0,16
20,24	3,79	-0,16
20,28	3,8	-0,16
20,32	3,81	-0,16
20,36	3,83	-0,16
20,4	3,84	-0,16
20,44	3,85	-0,17
20,48	3,86	-0,17
20,52	3,87	-0,17
20,56	3,88	-0,17
20,6	3,89	-0,17
20,64	3,9	-0,17
20,68	3,91	-0,17
20,72	3,92	-0,17
20,76	3,93	-0,17
20,8	3,94	-0,17
20,84	3,95	-0,18
20,88	3,96	-0,18
20,92	3,97	-0,18
20,96	3,98	-0,18
21	3,98	-0,18
21,04	3,99	-0,18
21,08	4	-0,18
21,12	4,01	-0,18
21,16	4,01	-0,18
21,2	4,02	-0,18
21,24	4,03	-0,18
21,28	4,03	-0,18
21,32	4,04	-0,18
21,36	4,05	-0,19
21,4	4,05	-0,19
21,44	4,06	-0,19
21,48	4,07	-0,19
21,52	4,07	-0,18
21,56	4,07	-0,18
21,6	4,08	-0,19
21,64	4,09	-0,2
21,68	4,09	-0,2
21,72	4,1	-0,19
21,76	4,1	-0,18
21,8	4,1	-0,18
21,84	4,1	-0,19
21,88	4,11	-0,21
21,92	4,12	-0,22
21,96	4,12	-0,2
22	4,12	-0,18
22,04	4,11	-0,17
22,08	4,11	-0,18
22,12	4,12	-0,23
22,16	4,14	-0,25
22,2	4,15	-0,24
22,24	4,15	-0,18
22,28	4,12	-0,12
22,32	4,09	-0,09
22,36	4,07	-0,13
22,4	4,08	-0,24
22,44	4,13	-0,36
22,48	4,19	-0,42
22,52	4,25	-0,41
22,56	4,28	-0,32
22,6	4,26	-0,16
22,64	4,19	0,03
22,68	4,08	0,16
22,72	3,96	0,2
22,76	3,86	0,13
22,8	3,81	-0,03
22,84	3,82	-0,25
22,88	3,91	-0,52
22,92	4,07	-0,73
22,96	4,25	-0,82
23	4,41	-0,78
23,04	4,53	-0,63
23,08	4,57	-0,39
23,12	4,53	-0,09
23,16	4,39	0,21
23,2	4,19	0,44
23,24	3,97	0,52
23,34	-1,38	7,12
23,38	-1,41	0,12
23,44	-1,29	-0,3
23,48	-0,88	-1,38
23,54	-0,53	-0,82
23,58	-0,02	-1,76
23,62	0,25	-0,98
23,68	0,47	-0,56
23,72	0,46	-0,04
23,78	0,31	0,25
23,82	-0,09	1,27
23,88	-0,4	0,65
23,92	-0,83	1,41
23,98	-1,02	0,4
24,02	-1,07	0,14
24,08	-0,93	-0,48
24,12	-0,49	-1,02
24,18	0,09	-1,35
24,24	0,61	-1,24
24,3	0,92	-0,8
24,36	0,93	-0,12
24,42	0,6	0,64
24,48	0,05	1,15
24,54	-0,51	1,2
24,6	-0,91	0,86
24,66	-1	0,18
24,72	-0,71	-0,67
24,78	-0,07	-1,47
24,84	0,73	-1,89
24,9	1,51	-1,85
24,96	2,06	-1,37
25,02	2,26	-0,6
25,08	2,04	0,35
25,14	1,41	1,29
25,2	0,56	1,8
25,26	-0,25	1,74
25,32	-0,81	1,22
25,38	-0,99	0,36
25,44	-0,7	-0,67
25,5	0,01	-1,64
25,56	0,93	-2,16
25,62	1,84	-2,16
25,68	2,52	-1,67
25,74	2,81	-0,82
25,8	2,62	0,23
25,86	1,96	1,32
25,92	1,03	1,95
25,98	0,13	1,94
26,04	-0,54	1,42
26,1	-0,79	0,52
26,16	-0,55	-0,58
26,22	0,17	-1,66
26,28	1,13	-2,26
26,34	2,07	-2,24
26,4	2,76	-1,72
26,46	3,05	-0,83
26,52	2,83	0,28
26,58	2,12	1,41
26,64	1,14	2,06
26,7	0,19	2,04
26,76	-0,5	1,47
26,82	-0,75	0,51
26,88	-0,48	-0,66
26,94	0,29	-1,8
27	1,32	-2,41
27,06	2,31	-2,38
27,12	3,04	-1,81
27,18	3,32	-0,84
27,24	3,07	0,35
27,3	2,29	1,55
27,36	1,23	2,23
27,42	0,2	2,2
27,48	-0,55	1,59
27,54	-0,82	0,56
27,6	-0,54	-0,7
27,66	0,28	-1,92
27,72	1,38	-2,58
27,78	2,44	-2,54
27,84	3,2	-1,91
27,9	3,49	-0,86
27,96	3,2	0,43
28,02	2,34	1,73
28,08	1,17	2,44
28,14	0,05	2,4
28,2	-0,75	1,72
28,26	-1,04	0,59
28,32	-0,71	-0,78
28,38	0,19	-2,1
28,44	1,38	-2,79
28,5	2,52	-2,73
28,56	3,33	-2,03
28,62	3,62	-0,87
28,68	3,27	0,54
28,74	2,31	1,94
28,8	1,04	2,69
28,86	-0,18	2,62
28,92	-1,04	1,85
28,98	-1,34	0,61
29,04	-0,97	-0,88
29,1	0,02	-2,3
29,16	1,31	-3,02
29,22	2,55	-2,95
29,28	3,41	-2,17
29,34	3,7	-0,89
29,4	3,3	0,65
29,46	2,24	2,16
29,52	0,85	2,95
29,58	-0,48	2,85
7,18	-1,6	0,06
7,22	-2,6	3,43
7,28	-2,59	0,09
7,3	-2,56	0,15
7,34	-2,53	0,2
7,38	-2,51	0,25
7,42	-2,51	0,3
7,46	-2,52	0,36
7,5	-2,53	0,41
7,54	-2,55	0,46
7,58	-2,55	0,51
7,64	-2,54	0,56
7,66	-2,53	0,58
7,7	-2,51	0,61
7,74	-2,48	0,63
7,78	-2,46	0,65
7,82	-2,44	0,68
7,86	-2,44	0,7
7,9	-2,44	0,73
7,94	-2,45	0,75
7,98	-2,45	0,78
8,02	-2,46	0,8
8,08	-2,46	0,83
8,1	-2,45	0,85
8,14	-2,44	0,87
8,18	-2,43	0,9
8,22	-2,41	0,92
8,26	-2,39	0,94
8,3	-2,36	0,96
8,34	-2,33	0,99
8,38	-2,29	1,01
